jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2017,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2016,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2015,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,10
2014,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2021,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2021,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2017,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2014,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2892,Oberdorf (BL),Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2892,Oberdorf (BL),Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2020,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2020,2894,Titterten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2894,Titterten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2894,Titterten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2894,Titterten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,11
2019,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,75
2019,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,17
2019,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,72
2019,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,31
2019,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2019,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,40
2019,2765,Binningen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2765,Binningen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,62
2019,2765,Binningen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,5
2019,2765,Binningen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,67
2019,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,10
2019,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,29
2019,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,9
2019,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,32
2019,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,22
2019,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,21
2019,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,9
2019,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2019,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,10
2019,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,38
2019,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,7
2019,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,46
2019,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,9
2019,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,55
2019,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,7
2019,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,68
2019,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2019,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2019,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2019,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2019,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,29
2019,2775,Therwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2775,Therwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,28
2019,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2781,Blauen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2781,Blauen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2782,Brislach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2782,Brislach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2782,Brislach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2019,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2019,2787,Laufen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,25
2019,2787,Laufen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2787,Laufen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2019,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2019,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2019,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,11
2019,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,11
2019,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,5
2019,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2019,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2019,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,19
2019,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,13
2019,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2019,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2019,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2019,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,10
2019,2828,Lausen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2828,Lausen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,18
2019,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,8
2019,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,49
2019,2829,Liestal,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,9
2019,2829,Liestal,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,59
2019,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,8
2019,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,14
2019,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,52
2019,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,14
2019,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,39
2019,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,8
2019,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2842,Böckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2842,Böckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2019,2843,Buckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2844,Buus,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2844,Buus,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,18
2019,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,17
2019,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2019,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2019,2849,Itingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2849,Itingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2019,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2019,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2019,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2019,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2019,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2019,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2019,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2019,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2019,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2019,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,31
2019,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2019,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2019,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2019,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2019,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
